Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
決定一財務報表資訊是否具有「重大性」的標準，通常是看該項資訊是否：,影響一般投資人的專業判斷,影響企業的盈餘金額,影響企業的總資產金額,影響企業的現金流量,1
私人間直接讓受上市有價證券，其數量不得超過一個成交單位，且前後兩次之讓受行為相隔不少於多少期間？,3個月,6個月,9個月,12個月,1
私人間直接讓受上市有價證券，其數量不得超過一個成交單位，且前後兩次之讓受行為相隔不少於多少期間？,二個月,三個月,五個月,六個月,2
系統風險可用下列何者來解釋？,高風險、高報酬,天下沒有白吃的午餐,覆巢之下無完卵,雞蛋不要放在一個籃子裡,3
防制內線交易之目的「不」包括？,保障投資大眾權益,促進證券市場交易公平,促進證券市場資訊流通與公開,防範公司資產遭掏空,4
事業風險之於營運槓桿，如同財務風險之於：,財務槓桿,第一階段槓桿,總槓桿,其他3個選項皆非,1
佳冬公司的稅後淨利為45萬元，稅後淨利率為10%，銷貨毛利為20%，請問該公司的銷貨成本為多少？,180萬元,360萬元,450萬元,195萬元,2
佳冬公司的稅後淨利為45萬元，稅後淨利率為15%，銷貨毛利為30%，請問該公司的銷貨成本為多少？,210萬元,350萬元,300萬元,490萬元,1
佳宜最近認購某上市公司的股票，請問其將會面臨那些風險？甲.財務風險；乙.事業風險；丙.市場風險,甲、乙、丙,僅甲、丙,僅甲、乙,僅乙、丙,1
佳宜最近認購某上市公司的股票，請問其將會面臨那些風險？甲.財務風險；乙.事業風險；丙.市場風險,僅甲、乙,僅甲、丙,僅乙、丙,甲、乙、丙,4
使用委託書違背主管機關訂定之委託書規則，其法律效果為何?,股東會決議無效,其代理之表決權不予計算,使用人出席無效,不影響委託書效力，但須罰款,2
依「公司法」第167條第2項規定，收回或收買之股份，公司應於幾個月內按市價出售，逾期未出售者，視為公司未發行股份並變更登記？,2個月,6個月,9個月,12個月,2
依「公司法」第一百六十七條第二項規定，收回或收買之股份，公司應於幾個月內按市價出售，逾期未出售者，視為公司未發行股份並變更登記？,二個月,六個月,九個月,十二個月,2
依「公司法」規定，下列何者非股份有限公司的負責人？,公司經理人,公司監察人,公司董事,公司股東,4
依「公司法」規定，下列關於庫藏股之敘述何者正確？,庫藏股不得轉讓於員工,數量不超過該公司已發行股份總數百分之二十,得享有股東權利,公司得經董事會特別決議實施庫藏股,4
依「公司法」規定，公司資產不足抵償債務者，對該公司之影響，下列何者為真？,不得向銀行融資,得公開發行新股，但不得公開發行具有優先權利之特別股,得公開發行具有優先權利之特別股,不得公開發行新股,4
依「公司法」規定，公開發行股票公司之公司債發行總額，不得逾：,公司現有資產之總價值,公司現有全部資產減去全部負債之餘額,公司淨資產之半數,並無限制,2
依「公司法」規定，股份有限公司發生下列何種情事，主管機關得依職權命令解散？,監察人代表公司向董事提起訴訟,支付不能,公司設立登記後六個月內尚未開始營業，且未辦妥延展登記,董事長自行決策,3
依「公司法」規定，股份有限公司董事會，設置董事之人數有何限制？,不得少於2人,不得少於3人,不得少於5人,不得少於7人,2
依「公司法」規定，發行人募集與發行無擔保公司債之總額，不得逾公司現有全部資產減去全部負債後之餘額的多少？,二分之一,三分之一,四分之一,五分之一,1
依「公司法」規定，董事任期不得超過幾年，但連選得連任？,1年,2年,3年,4年,3
依「公司法」規定，董事任期不得超過幾年，但連選得連任？,一年,二年,三年,四年,3
依「公司法」規定，解散之公司，在清算時期中，得於何種目的範圍，暫時經營業務？,法律無規定,不得為了結現務及便利清算之目的，暫時經營業務,得為了結現務及便利清算之目的，暫時經營業務,可由債權人與公司自行約定,3
依「公布或通知注意交易資訊暨處置作業要點」規定，處置規定得排除下列何種有價證券？,股票,權證,ETF,普通公司債,4
依「公開發行公司出席股東會使用委託書規則」之規定，非屬徵求委託書之受託代理人，除股務代理機構外，所委託之人數不得超過：,15人,20人,25人,30人,4
依「公開發行公司出席股東會使用委託書規則」之規定，非屬徵求委託書之受託代理人，除股務代理機構外，所委託之人數不得超過：,十五人,二十人,二十五人,三十人,4
依「股票上市或於證券商營業處所買賣公司薪資報酬委員會設置及行使職權辦法」規定，薪資報酬委員會成員由____決議委任之，其人數不得少於__人，其中一人為召集人。,董事會，三,董事會，四,股東會，三,股東會，四,1
依「股票上市或於證券商營業處所買賣公司薪資報酬委員會設置及行使職權辦法」規定，薪資報酬委員會成員由___決議委任之，其人數不得少於__人，其中一人為召集人。,董事會，三,董事會，四,股東會，三,股東會，四,1
依「財團法人中華民國證券櫃檯買賣中心有價證券借貸辦法」規定，有價證券之出借費率，不超過該種有價證券等價成交系統最後一筆成交價格多少為限?,0.03,0.05,0.07,0.1,3
依「發行人募集與發行有價證券處理準則」之規定，轉換公司債「發行及轉換辦法」所定發行屆滿一定期間得開始請求轉換，所稱一定期間指：,一律以三個月為限,一律不超過六個月,一律不超過一年,由發行人於轉換辦法訂定,4
依「發行人證券商證券交易所會計主管資格條件及專業進修辦法」規定，證券商會計主管每年應參加經主管機關認定之進修機構所舉辦之會計、審計、財務、金融法令、公司治理、職業道德及法律責任等相關專業訓練課程幾小時以上？,8小時,10小時,12小時,20小時,3
依「臺灣證券交易所有價證券借貸辦法」規定，借券證券商辦理借券手續時，應依規定將該種證券前一營業日收盤價格及申請數量相乘後的多少比率之擔保金繳存證券交易所?,0.5,0.8,1,1.2,4
依「櫃買中心外幣計價國際債券管理規則」，下列哪種外幣計價之證券為國際債券?,國際組織債券發行之政府債券,伊斯蘭固定收益證券,本國金融機構募集與發行之海外金融債券,其他3個選項皆是,4
依「證交所股份有限公司受託辦理上市證券拍賣辦法」規定，申請拍賣之證券，其拍賣數量不得少於：,一萬股,五十萬股,一百萬股,二百萬股,4
依「證券交易法」，募集及發行有價證券之公司稱為：,公開招募人,應募人,發行人,認股人,3
依「證券交易法」之規定，公開收購人與其關係人於公開收購後，持有被收購公司已發行股份總數超過該公司已發行股份總數達多少時，得以書面請求董事會召開股東臨時會？,百分之五十,百分之四十,百分之三十,百分之二十,1
依「證券交易法」之規定，得請求懲罰性民事賠償的是：,短線交易行為,內線交易行為,人為炒作股票行為,不實公開說明書,2
依「證券交易法」之規定，短線交易之利益歸入權行使之法定主體係下列何者？,主管機關,該發行股票公司,證券投資人及期貨交易人保護中心,消費者保護委員會,2
依「證券交易法」之規定，短線交易之利益歸入權行使之法定主體係下列何者？,消費者保護委員會,主管機關,該發行股票公司,證券投資人及期貨交易人保護中心,3
依「證券交易法」所定刑事責任，有期徒刑最重為幾年？,3年,5年,10年,15年,3
依「證券交易法」所定刑事責任，有期徒刑最重為幾年？,三年,五年,十年,十五年,3
依「證券交易法」第6條規定，下列何者視為有價證券？,利率交換契約,匯票,支票,新股權利證書,4
依「證券交易法」第一百二十二條規定，下列何者為會員制證券交易所解散之事由？,重整,會員僅十人,董事會決議,證券交易所設立許可經撤銷,4
依「證券交易法」第一百五十七條之一利用內線消息買賣之民事責任的賠償額是：,消息未公開或公開後十八小時內，其買（賣）價與公開後十個營業日收盤平均價之差額,消息未公開前其買（賣）價與公開後三個營業日收盤平均價之差額,消息未公開前其買（賣）價與公開後第一個營業日收盤價之差額,被告實現利益之三倍,1
依「證券交易法」第一百五十七條之一利用內線消息買賣之民事責任的賠償額是？,消息未公開或公開後18小時內，其買（賣）價與公開後10個營業日收盤平均價之差額,消息未公開前其買（賣）價與公開後3個營業日收盤平均價之差額,消息未公開前其買（賣）價與公開後第1個營業日收盤價之差額,被告實現利益之3倍,1
依「證券交易法」第一百五十七條規定，歸入權自獲得利益之日起幾年間不行使而消滅？,7年,5年,2年,3年,3
依「證券交易法」第一百五十七條規定，歸入權自獲得利益之日起幾年間不行使而消滅？,七年,五年,二年,三年,3
依「證券交易法」第一百六十九條規定，證券商就仲裁判斷仍未履行前，主管機關得以命令：,撤銷其營業許可,停止其業務,解任其董事、監察人或經理人,警告之,2
依「證券交易法」第六條規定，下列何者視為有價證券？,利率交換契約,匯票,支票,新股權利證書,4
依「證券交易法」規定，公開收購人進行公開收購後，除有下列何種情事，不得停止公開收購之進行？,公開收購人破產,被收購有價證券之公開發行公司發生業務狀況之重大變化，經公開收購人提出證明者,被收購有價證券之公開發行公司破產,其他3個選項皆是,4
依「證券交易法」規定，公開發行公司召開股東會，對持有記名股票未滿一千股股東：,應寄發開會通知,股東常會須寄通知，而臨時會則以公告方式為之,得於開會前一定時日以公告方式為之,以電子郵件寄發開會通知,3
依「證券交易法」規定，公開發行公司董事人數不得少於幾人？,3人,4人,5人,6人,3
依「證券交易法」規定，公開發行公司董事人數不得少於幾人？,三人,四人,五人,六人,3
依「證券交易法」規定，私募之應募人自該有價證券交付之日起多久後，可賣出私募之有價證券？,1年,2年,3年,5年,3
依「證券交易法」規定，私募之應募人自該有價證券交付之日起多久後，可賣出私募之有價證券？,一年,二年,三年,五年,3
依「證券交易法」規定，受罰金以上刑之宣告者，其執行完畢、緩刑期滿或赦免未滿幾年者，不得充任證券商之董事、監察人或經理人？,1年,2年,3年,5年,3
依「證券交易法」規定，受罰金以上刑之宣告者，其執行完畢、緩刑期滿或赦免未滿幾年者，不得充任證券商之董事、監察人或經理人？,1年,3年,5年,10年,2
依「證券交易法」規定，受罰金以上刑之宣告者，其執行完畢、緩刑期滿或赦免未滿幾年者，不得充任證券商之董事、監察人或經理人？,一年,三年,五年,十年,2
依「證券交易法」規定，哪一單位為公開發行公司擇一設置？,董事長或總經理,董事或獨立董事,董事或監察人,審計委員會或監察人,4
依「證券交易法」規定，哪一單位為公開發行公司擇一設置？,董事長或總經理,董事或獨立董事,董事或監察人,審計委員會或監察人,4
依「證券交易法」規定，從事內線交易者應負何種法律責任？,僅有刑事責任,僅有民事責任,僅有行政責任,刑事責任及民事責任,4
依「證券交易法」規定，證券主管機關認為有必要時，得以命令規定公開發行公司於分派盈餘時，應另提一定比率之何種公積？,法定盈餘公積,資本公積,特別盈餘公積,特別營業公積,3
依「證券交易法」規定在私募的應募對象中，符合主管機關所定條件之應募人總人數不得超過多少人？,二十人,三十五人,五十人,六十五人,2
依「證券交易法」規定從事內線交易者，應負何種法律責任？,僅有刑事責任,僅有民事責任,僅有行政責任,刑事責任及民事責任,4
依「證券交易法」規定發行股票之公司，於增資發行新股時，主管機關得規定其：,股權統一標準,股權保管標準,股權集中標準,股權分散標準,4
依「證券交易法」發行之有價證券，其發行人如欲申請上市，應向何者申請？,金融監督管理委員會,臺灣證券交易所,證券櫃檯買賣中心,證券商業同業公會,2
依「證券商設置標準」規定，經金管會核准辦理與證券業務相關之金融科技創新實驗案件，如符合一定條件，實驗申請人得申請許可改制為證券商，下列敘述何者正確？,創新實驗具有創新性、有效提升金融服務之效率、降低經營及使用成本或提升金融消費者及企業之權益等成效,應為依法設立登記之股份有限公司，且不得為閉鎖性股份有限公司,未經營證券商不得辦理之業務,其他3個選項皆正確,4
依IAS41規定，請問下列關於生物資產之原始認列基礎何者正確？,一旦公允價值變成能可靠衡量時，應以公允價值衡量,一旦採行成本減所有累計折舊與累計減損衡量則無法再改變衡量基礎,企業可任意選擇採行公允價值或成本減所有累計折舊與累計減損為衡量基礎,於原始認列時若無法取得市場公允價值時，可以概估的金額代替,1
依IFRS15的規定，企業可能使用何種方法衡量履約義務的完成程度？　甲、加速認列法　乙、投入法　丙、產出法　丁、累計利潤法,僅甲、丙,僅乙、丙、丁,僅丙、丁,僅乙、丙,4
依上市上櫃公司治理實務守則之規定，上市公司定期參考審計品質指標（AQIs）評估聘任會計師之獨立性及適任性，其頻率至少幾年一次？,1年,2年,3年,4年,1
依上市上櫃公司治理實務守則之規定，女性董事比率宜達董事席次多少比率？,二分之一,三分之一,五分之一,七分之一,2
依公司法，公司為董事投保責任險部分，下列敘述何者正確？,相關重要內容，應報告股東會,相關重要內容，應報告董事會,相關重要內容，應報告監察人,其他3個選項皆非,2
依公司法，公司為董事投保責任險部分，下列敘述何者正確？,相關重要內容，應報告董事會,相關重要內容，應報告股東會,其他3個選項皆非,相關重要內容，應報告監察人,1
依公司法股東提案權所明文的內容，下列敘述何者正確？,符合規定股東所提案，由董事會審查決定是否列為議案,符合規定股東所提案，除法定情事者外，董事會應列為議案,董事會得不列為議案與否之裁量權,相關增進公共利益或社會責任與公司營利目的與否之股東提案，不應列入議案,2
依公司法第156條之3規定，股份有限公司設立後得發行新股作為受讓他公司股份之對價，不受公司法第267條第1項至第3項之限制，但需經下列何種決議方法通過？,應經股東會有代表已發行股份總數過三分之二以上股東之出席，以出席股東表決權過半數之同意行之,應經股東會有代表已發行股份總數過半數股東之出席，以出席股東表決權過半數之同意行之,應經董事會三分之二以上董事出席，以出席董事過半數決議行之,應經董事會過半數董事出席，以出席董事過半數決議行之,3
依公司法規定，公司應每年將下列哪些人員之重要資訊，以電子申報方式至中央主管機關建置或指定之資訊平台?,董事,監察人,持有已發行股份總數之百分之十股東,其他3個選項皆須申報,4
依公司法規定，股份有限公司之股東得自行召集股東臨時會之條件為何？,繼續持有一個月以上，持有已發行股數總數過50%,繼續持有六個月以上，持有已發行股數總數過30%,繼續持有三個月以上，持有已發行股數總數過40%,繼續持有三個月以上，持有已發行股數總數過50%,4
依公司法規定，股份有限公司之股東得自行召集股東臨時會之條件為何?,繼續持有一個月以上，持有已發行股數總數過50%,繼續持有六個月以上，持有已發行股數總數過30%,繼續持有三個月以上，持有已發行股數總數過40%,繼續持有三個月以上，持有已發行股數總數過50%,4
依公司法規定，持有已發行股份總數超過百分之__之股東，須申報至中央主管機關建置或指定之資訊平臺；其有變動，應於變動後__日內為之？,10；15,10；10,15；15,15；10,1
依公司法規定，持有已發行股份總數達百分之__之股東，須申報至中央主管機關建置或指定之資訊平臺；其有變動，應於變動後__日內為之?,十，十五,十，十,十五，十五,十五，十,1
依公司法規定，相關公司買回公司股份與轉讓給員工之行為，下列敘述何者正確？,買回股份，應經股東會特別決議為之,買回股份後，應在2年內轉讓給員工，否則應將買回股份視為未發行股份，辦理變更登記,買回之股份不得超過公司已發行股份總數百分之五,非公開發行公司若為閉鎖型股份有限公司，則不得為轉讓員工之目的，買回公司股份,3
依公司法規定，除部分特例外，公司投資總額不得超過其實收股本多少比率？,0.5,0.4,0.3,0.1,2
依公司法規定，發行人募集發行有價證券，有下列情事者不得公開發行新股(包括具有優先權利之特別股)？　甲、公司連2年虧損；乙、資產不足抵償債務者；丙、最近三年稅後淨利不足以支付已發行特別股股息,僅甲、乙,僅甲、丙,僅乙、丙,甲、乙、丙,4
依公司法規定，發行人募集發行有價證券，有下列情事者不得公開發行新股(包括具有優先權利之特別股)？　甲、公司連2年虧損；乙、資產不足抵償債務者；丙、最近三年稅後淨利不足以支付已發行特別股股息,僅甲、乙,僅甲、丙,僅乙、丙,甲、乙、丙皆是,4
依公司法新修正與配合洗錢防制政策，公司應何時定期申報董事、監察人、經理人及持有已發行股份總數10％股東的個人資料至主管機關建置或指定之資訊平台？,每年,每半年,每季,每月,1
依公開發行公司審計委員會行使職權辦法，審計委員會應至少__召開一次?,每月,每季,每半年,每年,2
依目前設計，送存集中保管之有價證券，其送存人間之法律關係為何？,送存人個別所有,公同共有,分別共有,均為直接占有人,3
依我國現行證券法令，有關上市公司之內部控制制度，下列敘述何者錯誤？,上市公司訂定或修正內部控制制度，應經審計委員會全體成員二分之一以上同意後，提董事會決議。,如未經審計委員會全體成員二分之一以上同意者，得逕由全體董事三分之二以上同意行之。,依證券交易法之規定，上市公司皆應建立財務、業務之內部控制制度。,上市公司應於每會計年度終了後60天內，向主管機關申報內部控制聲明書。,4
依我國現行證券法令，有關上市公司之內部控制制度，下列敘述何者錯誤？,依證券交易法之規定，上市公司皆應建立財務、業務之內部控制制度。,上市公司應於每會計年度終了後60天內，向主管機關申報內部控制聲明書。,上市公司訂定或修正內部控制制度，應經審計委員會全體成員二分之一以上同意後，提董事會決議。,上市公司訂定或修正內部控制制度，如未經審計委員會全體成員二分之一以上同意者，得逕由全體董事三分之二以上同意行之。,2
依我國現行證券法令，有關上市公司之內部控制制度，下列敘述何者錯誤？,依證券交易法之規定，上市公司皆應建立財務、業務之內部控制制度。,上市公司應於每會計年度終了後60天內，向主管機關申報內部控制聲明書。,上市公司訂定或修正內部控制制度，應經審計委員會全體成員二分之一以上同意後，提董事會決議。,如未經審計委員會全體成員二分之一以上同意者，得逕由全體董事三分之二以上同意行之。,2
依我國證券交易法規定選任獨立董事公開發行股份有限公司，有重大之資產或衍生性商品交易事項於提董事會討論時，如獨立董事有反對意見或保留意見，請問應如何處理？,董事會議不得為決議,董事會議所為決議無效,應於董事會議事錄記載,董事會議所為決議得撤銷,3
依投資人知識網/數位百寶箱/電子書/證交所電子書路徑，共可看到幾輯宣導漫畫？(提示：可利用證交所網頁查詢),4,6,7,8,4
依法同意其上市之發行有價證券機構應與臺灣證券交易所訂立何種契約？,使用集中交易市場契約,使用有價證券店頭交易市場契約,有價證券上市契約,有價證券上櫃契約,3
依法規定下列何者應列席董事會報告稽核業務?,稽核人員,稽核主管,總經理,董事長,2
依法規定下列何者應專任而不可由其他部門人員兼任?,稽核人員,會計人員,出納人員,資安人員,1
依員工認股計畫買回之庫藏股，若逾期未轉讓予員工則應如何處理？,列為長期投資,列為股本之減項,辦理減資,列為短期投資,3
依現行「證券交易法」之規定，公司設置審計委員會者，其成員為何？,獨立董事三人與常務董事二人,獨立董事一人與常務董事二人,獨立董事二人與常務董事一人,由全體獨立董事組成,4
依現行「證券交易法」之規定，公開發行公司設置審計委員會者，其獨立董事人數不得少於幾人？,五人,三人,四人,二人,2
依現行「證券交易法」之規定，獨立董事在任期中轉讓超過選任當時所持有之公司股份數額二分之一時，對其職務有何法律效果？,當然解任,待公司辦理變更登記，始生解任之效果,並無任何影響,視其股份已否辦理過戶而定,3
依現行「證券交易法」規定，公開發行公司設置審計委員會者，未經審計委員會通過之事項，何者不得由全體董事以三分之二以上同意取而代之？,重大資產或衍生性商品交易,涉及董事自身利害關係之事項,內部控制制度有效性之考核,年度財務報告及須經會計師查核簽證之第二季財務報告,4
依現行法之規定，下列何者之有價證券，不受「證券交易法」內線交易禁止規定之適用？,認購權證,上市櫃股票,公司債,商業本票,4
依現行法之規定，僅提供內部消息而未從事內線交易者，應負下列何項之責任？,可處2年以下有期徒刑,與消息受領者從事內線交易者負民事連帶賠償責任,並無責任,僅負行政責任,2
依現行法之規定，僅提供內部消息而未從事內線交易者，應負下列何項之責任？,可處二年以下有期徒刑,與消息受領者從事內線交易者負民事連帶賠償責任,並無責任,僅負行政責任,2
依現行法令規定，公開發行公司董事會應至少多久召開一次？,每月,每季,每半年,每星期,2
依現行法規，關於政府或法人擔任公司董事時，下列敘述何者正確？,政府或法人擔任公司董事，以其該公司之股東為前提,政府或法人不得自行當選公司董事,政府或法人如無正當理由，不得隨時改派其所指定代行職務之代表人,政府或法人得指派非自然人代行其董事職務,1
依現行法規定，下列何書類於募集有價證券時須先交付認股人或應募人？,年度財務報告書,議事手冊,營業情形報告書,公開說明書,4
依現行法規定，公開發行公司董事會已屆開會時間，如全體董事有半數未出席時，主席得如何處置？,重行召集,逕行宣布散會,先為假決議,宣布延後開會,4
依現行法規定，股份有限公司不得發行下列何種特別股？,每股10表決權之特別股,對於公司「董事選舉之結果」具否決權之特別股,發行滿2年後，1股特別股得轉換為10股普通股之特別股,無表決權，但具優先分派當年度得分派股息之特別股,2
依現行法規定，發行人符合一定條件者可採用總括申報制發行下列何種有價證券？,股票,存託憑證,公司債,認購權證,3
依現行法規規定，每一證券交易所以開設幾個有價證券集中交易市場為限？,3個,2個,1個,無限制,3
依現行法規規定，每一證券交易所以開設幾個有價證券集中交易市場為限？,三個,二個,一個,無限制,3
依現行的法令，下列何者不須負刑事責任？,利用內線消息而從事內線交易之行為,上市公司董事使公司為不利益之交易，且不合營業常規，致公司遭受重大損害,操縱市場之行情,短線交易,4
依規定予證券投資人或證券商融通資金或證券之事業者，為：,證券投資信託事業,證券金融事業,證券集中保管事業,證券投資顧問事業,2
依發行人募集與發行有價證券處理準則之規定，發行人自金管會及金管會指定之機構收到申報書件即日起至申報生效前，除依法令發布之資訊外，下列何項敘述為不正確？,不得對特定人說明財務業務之預測性資訊,不得對不特定人說明財務業務之預測性資訊,不得發布財務業務之預測性資訊,可先向投資人推薦股票,4
依資本市場之效率性可將市場分為：,多頭市場與空頭市場,強式效率市場與弱式效率市場,半強式效率市場與弱式效率市場,強式效率市場、半強式效率市場與弱式效率市場,4
依資本市場之效率性可將市場分為：,多頭市場與空頭市場,強式效率市場與弱式效率市場,半強式效率市場與弱式效率市場,強式效率市場、半強式效率市場與弱式效率市場,4
依資本市場線（CML），風險規避程度低的投資人，為使效用極大化，會採取下列何種策略？,不進行借貸行為，而將本身自有的資金全部購買市場投資組合,會將資金借給他人，再將剩餘的資金全部購買市場投資組合,會向他人借入資金，再將全部的資金全部購買市場投資組合,僅投資於共同基金,3
依資本市場線（CML），風險規避程度很低的投資人，為了效用極大化，會採取下列何種策略？,不進行借貸行為，而將本身自有的資金全部購買市場投資組合,會將資金借給他人，再將剩餘的資金全部購買市場投資組合,會向他人借入資金，再將全部的資金全部購買市場投資組合,僅投資於共同基金,3
依據「上市公司編製與申報永續報告書作業辦法」，永續報告書每年申報截止點為?,2024-06-30,2024-07-31,2024-08-31,2024-09-30,3
依據「上市公司編製與申報永續報告書作業辦法」，永續報告書每年申報截止點為?,45473,45504,45535,45565,3
依據「證券商帳表憑證保存年限表」規定，買賣回報單、成交回報單之保存年限為：,一年,三年,五年,十年,3
依據CAPM模式，若市場上之A股票的預期報酬率為13%，且市場預期報酬率為15%，無風險利率為5%。則A股票的貝它(β)係數為多少？,0.8,0.7,0.65,0.55,1
依據國際財務報導準則第7號「金融工具：揭露」，市場風險不包括下列何者？,信用風險,匯率風險,利率風險,其他價格風險,1
依據產業生命週期循環，投資屬於成熟階段產業的公司股票，屬於那類投資？,高風險高報酬,低風險高報酬,低風險低報酬,高風險低報酬,3
依據產業生命週期循環，投資屬於成熟階段產業的公司股票，屬於哪類投資？,高風險高報酬,低風險高報酬,低風險低報酬,高風險低報酬,3
依據資本資產訂價模型（CAPM），所謂價位偏低的股票，是指該股票的預期報酬率：,小於要求報酬率,等於要求報酬率,大於要求報酬率,大於或等於要求報酬率,3
依據資訊申報作業辦法，上櫃公司應於何時申報該公司及其子公司從事衍生性商品交易資訊？,每月五日前,每月十日前,每月十五日前,每月二十日前,2
依據臺灣證券交易所對有價證券上市公司重大訊息之查證暨公開處理程序，上市公司發生下列情形毋須發布重大訊息?,資安主管異動,召開或受邀參加法人說明會,公司變更地址,遭檢調搜索,3
依據標準普爾（S&P）公司對債券信用評等的等級，A等級與AA等級何者違約風險較高？,A,AA,相同,無法判斷,1
依據證券交易法規定，證券承銷方式不包含下列哪一種型態？,全額包銷,代銷,居間銷售,餘額包銷,3
依據證券投資人及期貨交易人保護法，下列敘述何者錯誤?,保護機構為一公司組織,投資人在證券市場有民事糾紛，可向保護機構申請調處,投資人在期貨市場有民事糾紛，可向保護機構申請調處,保護機構之其中一個功能為替投資人代行團體訴訟,1
依據證券投資人及期貨交易人保護法，下列敘述何者錯誤?,保護機構為一公司組織,投資人在證券市場有民事糾紛，可向保護機構申請調處,投資人在期貨市場有民事糾紛，可向保護機構申請調處,保護機構之其中一個功能為替投資人代行團體訴訟。,1
依據證券投資人及期貨交易人保護法，證券投資人及期貨交易人有下列情形時，保護機構得動用保護基金償付之?　甲、證券投資人所委託之證券商因財務困難失卻清償能力而違約；乙、委託該證券商向認購（售）權證之發行人請求履約並已給付應繳之價款或有價證券，而未取得其應得之有價證券或價款；丙、期貨交易人所委託之期貨商因財務困難失卻清償能力而違約,僅丙,僅甲、乙,僅乙、丙,甲、乙、丙,4
依證交所之規定，所謂「鉅額證券買賣」，係指申報單一上市證券數量達多少交易單位以上者?,二百交易單位,五百交易單位,一千交易單位,五千交易單位,2
依證交法規定公司買回之股份，除為維護公司信用及股東權益所必要之買回，並辦理銷除股份者外，其餘情形所買回之股份，應於買回之日起幾年內將其轉讓？逾期未轉讓者，視為公司未發行股份，並應辦理變更登記。,1年,2年,3年,5年,4
依證券交易法之規定，下列何者不需要於發行人所編製之財務報告上簽名或蓋章，並出具財務報告內容無虛偽或隱匿之聲明？,董事長,監察人,經理人,會計主管,2
依證券交易法之規定，發行人何時需向公眾提出說明文書（公開說明書）？,募集或出賣有價證券,財務預測公告,財務報告公告,重大資產處分公告,1
依證券交易法施行細則之規定，證券交易法第36條第3項第2款所定「發生對股東權益或證券價格有重大影響之事項」，下列何事項不包括在內？,董事長染疫重症住院治療,存款不足之退票、拒絕往來或其他喪失債信情事者,因訴訟、非訟、行政處分、行政爭訟、保全程序或強制執行事件，對公司財務或業務有重大影響者,嚴重減產或全部或部分停工、公司廠房或主要設備出租、全部或主要部份資產質押，對公司營業有影響者,1
依證券交易法第一百五十七條規定，短線交易歸入權主要行使對象包含上市(櫃)公司董事、監察人、經理人及持有公司股份超過百分之十之股東，下列何者非屬經理人之範圍?,總經理,副總經理,財務部門主管,內部稽核,4
依證券交易法第一百五十七條規定，短線交易歸入權主要行使對象包含上市(櫃)公司董事、監察人、經理人及持有公司股份超過百分之十之股東，下列何者非屬經理人之範圍?,總經理,副總經理,財務部門主管,內部稽核,4
依證券交易法發行有價證券之公司，下列何種情事應於事實發生之日起二日內公告並向主管機關申報？,年度財務報告經董事會通過,向認股人或應募人交付公開說明書,編製年報於股東常會分送股東,發生對股東權益或證券價格有重大影響之事項,4
依證券商設置標準許可之證券商，擬申請設置分支機構者，至少自開始營業後屆滿多久時間方可申請？,六個月,十二個月,十八個月,二十四個月,2
依證券商設置標準許可之證券商，擬申請設置分支機構者，至少自開始營業後屆滿多久時間方可申請？,半年,一年,一年半,兩年,2
依證券櫃檯買賣中心審查有價證券上櫃作業程序初次申請上櫃案件之審查，於簽訂輔導契約後，未有相當期間進行輔導評估，即送件申請上櫃者，應加強審查?,推薦證券商評估報告,內部控制制度及其聲明書與會計師內部控制制度專案審查報告,會計師查核報告,其他3個選項皆是,4
其他條件相同，下列哪種事件最可能降低股票的本益比？,投資人的風險規避傾向降低,股利發放率增加,國庫券殖利率增加,通貨膨脹預期下跌,3
其他條件相同，公司資訊取得較不易的公司，投資人要求的合理本益比應：,較低,較高,不一定，視投資人效用而定,不一定，視投資人風險偏好而定,1
其他條件相同，交易不活絡的股票，投資人可接受的本益比：,較高,較低,不一定，視總體環境而定,不一定，視投資人風險偏好而定,2
其他條件相同，在通貨膨脹期間，投資人可接受的本益比：,不變,較低,較高,不一定，視投資人風險偏好而定,2
其他條件相同，盈餘成長率愈高的公司，投資人對其股票可接受的本益比：,不一定，視投資人風險偏好而定,不一定，視總體環境而定,愈低,愈高,4
其他條件相同，買循環性產業股票，投資人可接受的本益比：,較大,較小,與非循環性產業股票相同,不一定較大或較小,2
其他條件相同，買循環性產業股票，投資人可接受的本益比：,較大,較小,與非循環性產業股票相同,不一定較大或較小,2
其他條件相同下，有舉債的公司，當銷貨收入下降，則其稅後淨利會較沒有舉債公司稅後淨利的降幅：,大,小,一樣,不一定,1
其他條件相同下，無擔保公司債之殖利率應較有擔保公司債為：,低,高,相同,不一定,2
其他條件相同時，當殖利率改變時，到期日較短之債券，其價格變動幅度會：,較小,較大,一樣,不一定,1
其它條件不變，除權日的股票本益比將：,上升,下降,不變,不一定上升或下跌,3
其它條件不變，除權日的股票本益比將：,上升,下跌,不變,不一定上升或下跌,3
其它條件不變，對投資人而言本益比（P/ERatio）通常：,愈小愈好,越高越好,一定大於20,其他3個選項皆非,1
其它條件不變，對投資人而言本益比（P/ERatio）通常：,愈小愈好,越高越好,一定大於30,其他3個選項皆非,1
其它條件不變下，公司購入庫藏股對其權益及每股盈餘有何影響？,前者減少，後者增加,前者減少，後者不變,前者不變，後者增加,二者均不變,1
